route_id,agency_id,trip_id,trip_origin,origin_departure_time,trip_headsign,destination_arrival_time,trip_short_name,direction_id,version,countries,is_active,irregularities,service_id,classes,connections,catering,plugs,wheelchair_accessible,bikes_allowed,car_transport,duration,distance,emissions_co2e,co2_per_km,via,_c26,_c27,_c28,_c29,_c30,_c31,_c32,_c33,_c34,_c35,_c36,_c37,_c38,_c39,_c40,_c41,_c42,_c43,_c44,_c45,_c46,_c47,_c48,Merged Doc ID - ONTD_Chatbase_Export,Merged Doc URL - ONTD_Chatbase_Export,Link to merged Doc - ONTD_Chatbase_Export,Document Merge Status - ONTD_Chatbase_Export,_c53,_c54,_c55,_c56
181,UZ,UZ 067,Kyiv Pasazhyrskyi,2026-03-16 19:06:00,Warszawa Zachodnia,2026-03-16 09:53:00,067,0,,"PL, UA",Y,Quickly booked out,2026: Daily,sleeper,,,,,,2.0,14:47:00,867.0,16.7,19.21,Kovel - Chelm - Lublin - Warszawa Wschodnia - Warszawa Centralna,Kovel,Chelm,Lublin,Warszawa Wschodnia,Warszawa Centralna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
181,UZ,UZ 068,Warszawa Zachodnia,2026-03-16 18:15:00,Kyiv Pasazhyrskyi,2026-03-16 10:45:00,068,1,,"PL, UA",Y,Quickly booked out,2026: Daily,sleeper,,,,,,2.0,16:30:00,867.0,16.7,19.21,Warszawa Centralna - Warszawa Wschodnia - Lublin - Chelm - Kovel,Warszawa Centralna,Warszawa Wschodnia,Lublin,Chelm,Kovel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
258,UZ,UZ 069,Przemyśl Gł.,2026-03-16 16:20:00,Kremenchuk,2026-03-16 12:23:00,069,0,,"PL, UA",Y,,2026: Every 2nd day,,,,,,,2.0,20:03:00,935.0,17.9,19.13,Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Lubny,Lviv,Ternopil,Khmelnytskyi,Vinnytsia,Kyiv Pasazhyrskyi,Lubny,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
258,UZ,UZ 070,Kremenchuk,2026-03-16 17:37:00,Przemyśl Gł.,2026-03-16 11:20:00,070,1,,"PL, UA",Y,,2026: Every 2nd day,,,,,,,2.0,17:43:00,935.0,17.9,19.13,Lubny - Kyiv Pasazhyrskyi - Vinnytsia - Khmelnytskyi - Ternopil - Lviv,Lubny,Kyiv Pasazhyrskyi,Vinnytsia,Khmelnytskyi,Ternopil,Lviv,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
141,UZ,UZ 073,Kharkiv,2026-03-16 13:32:00,Przemyśl Gł.,2026-03-16 11:16:00,073,0,,"PL, UA",N,currently suspended,Daily,"couchette, sleeper",,,,,,2.0,21:44:00,1212.0,21.7,17.9,Poltava - Myrhorod - Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Ternopil - Lviv,Poltava,Myrhorod,Kyiv Pasazhyrskyi,Fastiv,Vinnytsia,Ternopil,Lviv,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
141,UZ,UZ 074,Przemyśl Gł.,2026-03-16 13:45:00,Kharkiv,2026-03-16 13:53:00,074,1,,"PL, UA",N,currently suspended,Daily,"couchette, sleeper",,,,,,2.0,24:08:00,1212.0,21.7,17.9,Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi - Myrhorod - Poltava,Lviv,Ternopil,Khmelnytskyi,Vinnytsia,Kyiv Pasazhyrskyi,Myrhorod,Poltava,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
172,UZ,UZ 075,Kyiv Pasazhyrskyi,2026-03-16 20:13:00,Kryvyi Rih,2026-03-16 05:57:00,075,1,,UA,Y,,Daily,"bunkbed, couchette, sleeper",,,,,,2.0,9:44:00,488.0,7.7,15.78,Oleksandriia,Oleksandriia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
172,UZ,UZ 076,Kryvyi Rih,2026-03-16 20:57:00,Kyiv Pasazhyrskyi,2026-03-16 06:26:00,076,0,,UA,Y,,Daily,"bunkbed, couchette, sleeper",,,,,,2.0,9:29:00,488.0,7.7,15.78,Oleksandriia,Oleksandriia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
222,UZ,UZ 078 L,Kovel,2026-03-16 17:35:00,Odesa Holovna,2026-03-16 09:08:00,078 L,0,,UA,Y,,2024: every 2nd day,"bunkbed, couchette, sleeper",,,,,,2.0,15:33:00,865.0,20.8,24.05,Lutsk - Rivne - Vinnytsia - Podilsk,Lutsk,Rivne,Vinnytsia,Podilsk,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
222,UZ,UZ 078 Š,Odesa Holovna,2026-03-16 17:03:00,Kovel,2026-03-16 09:31:00,078 Š,1,,UA,Y,,2024: every 2nd day,"bunkbed, couchette, sleeper",,,,,,2.0,16:28:00,865.0,20.8,24.05,Podilsk - Vinnytsia - Rivne - Lutsk,Podilsk,Vinnytsia,Rivne,Lutsk,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
170,UZ,UZ 079,Dnipro Holovny,2026-03-16 22:09:00,Lviv,2026-03-16 12:59:00,079,0,,UA,Y,,Daily,"couchette, sleeper",,,,,,2.0,14:50:00,1077.0,19.2,17.83,Oleksandriia - Kyiv Pasazhyrskyi,Oleksandriia,Kyiv Pasazhyrskyi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
170,UZ,UZ 080,Lviv,2026-03-16 15:03:00,Dnipro Holovny,2026-03-16 06:06:00,080,1,,UA,Y,,Daily,"couchette, sleeper",,,,,,2.0,15:03:00,1077.0,19.2,17.83,Kyiv Pasazhyrskyi - Oleksandriia,Kyiv Pasazhyrskyi,Oleksandriia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
227,UZ,UZ 081 K,Kyiv Pasazhyrskyi,2026-03-16 18:35:00,Uzhhorod,2026-03-16 10:59:00,081 K,0,,UA,Y,,Daily,"bunkbed, couchette, sleeper",,,,,,2.0,16:24:00,922.0,15.4,16.7,Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Stryj - Mukacheve - Chop,Vinnytsia,Khmelnytskyi,Ternopil,Lviv,Stryj,Mukacheve,Chop,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
227,UZ,UZ 081 L,Uzhhorod,2026-03-16 16:17:00,Kyiv Pasazhyrskyi,2026-03-16 08:32:00,081 L,1,,UA,Y,,Daily,"bunkbed, couchette, sleeper",,,,,,2.0,16:15:00,922.0,15.4,16.7,Chop - Mukacheve - Stryj - Lviv - Ternopil - Khmelnytskyi - Vinnytsia,Chop,Mukacheve,Stryj,Lviv,Ternopil,Khmelnytskyi,Vinnytsia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
211,UZ,UZ 086 L,Lviv,2026-03-16 10:48:00,Zaporizhzhia 1,2026-03-16 06:30:00,086 L,0,,UA,Y,,Daily,"bunkbed, couchette, sleeper",,,,,,2.0,19:42:00,1209.0,19.3,15.96,Ternopil - Khmelnytskyi - Vinnytsia - Oleksandriia - Dnipro Holovny,Ternopil,Khmelnytskyi,Vinnytsia,Oleksandriia,Dnipro Holovny,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
211,UZ,UZ 086 P,Zaporizhzhia 1,2026-03-16 18:48:00,Lviv,2026-03-16 14:15:00,086 P,1,,UA,Y,,Daily,"bunkbed, couchette, sleeper",,,,,,2.0,19:27:00,1209.0,19.3,15.96,Dnipro Holovny - Oleksandriia - Vinnytsia - Khmelnytskyi - Ternopil,Dnipro Holovny,Oleksandriia,Vinnytsia,Khmelnytskyi,Ternopil,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
209,UZ,UZ 088 L,Kovel,2026-03-16 17:35:00,Zaporizhzhia 1,2026-03-16 13:43:00,088 L,0,,UA,Y,,2024: every 2nd day,"bunkbed, couchette, sleeper",,,,,,2.0,20:08:00,1110.0,17.9,16.13,Lutsk - Rivne - Oleksandriia - Dnipro Holovny,Lutsk,Rivne,Oleksandriia,Dnipro Holovny,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
209,UZ,UZ 088 P,Zaporizhzhia 1,2026-03-16 16:30:00,Kovel,2026-03-16 13:40:00,088 P,1,,UA,Y,,2024: every 2nd day,"bunkbed, couchette",,,,,,2.0,21:10:00,1110.0,17.9,16.13,Dnipro Holovny - Oleksandriia - Rivne - Lutsk,Dnipro Holovny,Oleksandriia,Rivne,Lutsk,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
197,UZ,UZ 091,Kyiv Pasazhyrskyi,2026-03-16 22:57:00,Lviv,2026-03-16 06:33:00,091,0,,UA,Y,,Daily,"couchette, sleeper",,,,,,2.0,7:36:00,564.0,11.2,19.86,Kyiv Sviatoshyn - Lviv Pidzamche,Kyiv Sviatoshyn,Lviv Pidzamche,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
197,UZ,UZ 092,Lviv,2026-03-16 23:05:00,Kyiv Pasazhyrskyi,2026-03-16 06:19:00,092,1,,UA,Y,,Daily,"couchette, sleeper",,,,,,2.0,7:14:00,564.0,11.2,19.86,Lviv Pidzamche - Kyiv Sviatoshyn,Lviv Pidzamche,Kyiv Sviatoshyn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
208,UZ,UZ 093,Kharkiv,2026-03-16 13:32:00,Chelm,2026-03-16 11:05:00,093,0,,UA,Y,,2024: every 2nd day,"couchette, sleeper",Warszawa,,,,,2.0,21:33:00,1160.0,19.8,17.07,Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Rivne - Kovel,Poltava,Myrhorod,Lubny,Kyiv Pasazhyrskyi,Rivne,Kovel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
208,UZ,UZ 094,Chelm,2026-03-16 16:42:00,Kharkiv,2026-03-16 13:53:00,094,1,,UA,Y,,2024: every 2nd day,"couchette, sleeper",Warszawa,,,,,2.0,21:11:00,1160.0,19.8,17.07,Kovel - Rivne - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava,Kovel,Rivne,Kyiv Pasazhyrskyi,Lubny,Myrhorod,Poltava,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
199,UZ,UZ 095,Kyiv Pasazhyrskyi,2026-03-16 20:38:00,Rakhiv,2026-03-16 09:25:00,095,0,,UA,Y,,2026: Daily,"bunkbed, couchette, sleeper",,,,,,2.0,12:47:00,892.0,,,Lviv - Ivano-Frankivsk - Vorokhta - Yasinia,Lviv,Ivano-Frankivsk,Vorokhta,Yasinia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
199,UZ,UZ 096,Rakhiv,2026-03-16 21:14:00,Kyiv Pasazhyrskyi,2026-03-16 10:57:00,096,1,,UA,Y,,2026: Daily,"bunkbed, couchette, sleeper",,,,,,2.0,13:43:00,892.0,,,Yasinia - Vorokhta - Ivano-Frankivsk - Lviv,Yasinia,Vorokhta,Ivano-Frankivsk,Lviv,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
182,UZ,UZ 097,Kyiv Pasazhyrskyi,2026-03-16 23:10:00,Kovel,2026-03-16 08:53:00,097,0,,UA,Y,,2025: Daily,"bunkbed, couchette, sleeper",,,,,,2.0,9:43:00,529.0,16.0,30.25,Rivne - Lutsk - Kivertsi,Rivne,Lutsk,Kivertsi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14,https://docs.google.com/document/d/1GWLuutv4VN3px7uay2iCJEiNza9dApi5k5JUPCHid14/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:03 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:08 PM,,,,
182,UZ,UZ 098,Kovel,2026-03-16 19:15:00,Kyiv Pasazhyrskyi,2026-03-16 05:57:00,098,1,,UA,Y,,2025: Daily,"bunkbed, couchette, sleeper",,,,,,2.0,10:42:00,529.0,16.0,30.25,Lutsk - Rivne - Fastiv,Lutsk,Rivne,Fastiv,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18h7h10YFhTe1NXj2A1smduQdB9XRGzpN_S7lZN_juBY,https://docs.google.com/document/d/18h7h10YFhTe1NXj2A1smduQdB9XRGzpN_S7lZN_juBY/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:08 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:09 PM,,,,
174,UZ,UZ 099,Kyiv Pasazhyrskyi,2026-03-16 06:30:00,București Nord,2026-03-16 06:47:00,099,0,,"UA, MD, RO",Y,,2025: Daily,couchette,,,,,,2.0,23:17:00,1036.0,16.6,16.02,Vinnytsia - Zhmerynka - Nicolina - Iași - Mizil - Ploiești Sud,Vinnytsia,Zhmerynka,Nicolina,Iași,Mizil,Ploiești Sud,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
174,UZ,UZ 100,București Nord,2026-03-16 19:10:00,Kyiv Pasazhyrskyi,2026-03-16 19:37:00,100,1,,"UA, MD, RO",Y,,2025: Daily,couchette,,,,,,2.0,23:27:00,1036.0,16.6,16.02,Ploiești Sud - Mizil - Buzău - Focșani - Adjud - Bacău - Roman - Zhmerynka - Vinnytsia,Ploiești Sud,Mizil,Buzău,Focșani,Adjud,Bacău,Roman,Zhmerynka,Vinnytsia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
173,UZ,UZ 105,Kyiv Pasazhyrskyi,2026-03-16 22:08:00,Odesa Holovna,2026-03-16 06:13:00,105,0,,UA,Y,,2025: Daily,"couchette, sleeper",,,,,,2.0,8:05:00,653.0,10.1,15.47,Kozyatyn - Vinnytsia - Zhmerynka - Podilsk - Rozdil'na,Kozyatyn,Vinnytsia,Zhmerynka,Podilsk,Rozdil'na,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18h7h10YFhTe1NXj2A1smduQdB9XRGzpN_S7lZN_juBY,https://docs.google.com/document/d/18h7h10YFhTe1NXj2A1smduQdB9XRGzpN_S7lZN_juBY/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:08 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:09 PM,,,,
173,UZ,UZ 106,Odesa Holovna,2026-03-16 22:05:00,Kyiv Pasazhyrskyi,2026-03-16 07:50:00,106,1,,UA,Y,,2025: Daily,"couchette, sleeper",,,,,,2.0,9:45:00,653.0,10.1,15.47,Rozdil'na - Podilsk - Zhmerynka - Vinnytsia - Kozyatyn,Rozdil'na,Podilsk,Zhmerynka,Vinnytsia,Kozyatyn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18h7h10YFhTe1NXj2A1smduQdB9XRGzpN_S7lZN_juBY,https://docs.google.com/document/d/18h7h10YFhTe1NXj2A1smduQdB9XRGzpN_S7lZN_juBY/edit?usp=drivesdk,ONTD_Chatbase_export_05/02/2025_May 2 2025 8:08 PM,Data merged and appended successfully; Manually run by jme@wegewerk.com; Timestamp: May 2 2025 4:09 PM,,,,
