origin,destination,airport_origin_name,airport_dest_name,origin_city,destination_city,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,distance_km,co2_kg,departure_time,arrival_time,source,provider
Ulm Hbf,Villingen Bahnhof/ZOB,Erbach Airfield,Schwenningen am Neckar Airfield,Ulm Hbf,Villingen Bahnhof/ZOB,Avion,48.34222,9.916111,48.065834,8.571389,104.28580177827368,66.90301387603645,,,airports,OurAirports
Villingen Bahnhof/ZOB,Ulm Hbf,Schwenningen am Neckar Airfield,Erbach Airfield,Villingen Bahnhof/ZOB,Ulm Hbf,Avion,48.065834,8.571389,48.34222,9.916111,104.28580177827368,66.90301387603645,,,airports,OurAirports
Wyhlen Bahnhof,Uhldingen-Mühlhofen Bahnhof,Herten-Rheinfelden Airfield,Konstanz Airfield,Wyhlen Bahnhof,Uhldingen-Mühlhofen Bahnhof,Avion,47.56028,7.748333,47.681435,9.139258,105.11397710738342,67.43431751076349,,,airports,OurAirports
Überlingen Bahnhof Therme,Langenau (Württ),Konstanz Airfield,Günzburg-Donauried Airfield,Überlingen Bahnhof Therme,Langenau (Württ),Avion,47.681435,9.139258,48.486668,10.283333,123.44537379047796,79.19455395468282,,,airports,OurAirports
Blaustein Gleis 1,Geisingen Bahnhof,Erbach Airfield,Blumberg Airfield,Blaustein Gleis 1,Geisingen Bahnhof,Avion,48.34222,9.916111,47.843676,8.564344,114.68123508119652,73.57205037624536,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Kuchen Gleis 2,Bodensee Airport Friedrichshafen,Donzdorf Airfield,Friedrichshafen Stadtbahnhof,Kuchen Gleis 2,Avion,47.671299,9.51149,48.678177,9.845909,114.67270661815611,73.56657906690694,,,airports,OurAirports
Geislingen (Steige) Gleis 2,Enzisweiler,Donzdorf Airfield,Wildberg Airfield,Geislingen (Steige) Gleis 2,Enzisweiler,Avion,48.678177,9.845909,47.600278,9.741944,120.10487836487577,77.05150851608066,,,airports,OurAirports
Giengen (Brenz),Überlingen Bahnhof Therme,Giengen/Brenz Airfield,Konstanz Airfield,Giengen (Brenz),Überlingen Bahnhof Therme,Avion,48.634253,10.216484,47.681435,9.139258,132.6988615853233,85.13099220211114,,,airports,OurAirports
Heidenheim (Brenz),Singen (Htw) Bahnhof,Schäfhalde Airfield,Hilzingen Airfield,Heidenheim (Brenz),Singen (Htw) Bahnhof,Avion,48.6922,10.0995,47.7604,8.7683,143.0323287002319,91.76027521080087,,,airports,OurAirports
Heimenkirch,München Hbf Gleis 24,Isny Glider Field,Schleissheim Airfield,Heimenkirch,München Hbf Gleis 24,Avion,47.7002,10.0207,48.239166,11.559334,129.27458977604442,82.93420126350772,,,airports,OurAirports
Langenau (Württ),Singen (Htw) Bahnhof,Günzburg-Donauried Airfield,Hilzingen Airfield,Langenau (Württ),Singen (Htw) Bahnhof,Avion,48.486668,10.283333,47.7604,8.7683,138.44307824498722,88.81610945043555,,,airports,OurAirports
Löwental Bahnhof,Esslingen (N) Gleis 3,Bodensee Airport Friedrichshafen,Esslingen-Jägerhaus Airfield,Löwental Bahnhof,Esslingen (N) Gleis 3,Avion,47.671299,9.51149,48.762222,9.333889,122.01660418010586,78.27794794084004,,,airports,OurAirports
Löwental Bahnhof,Göppingen Gleis 4,Bodensee Airport Friedrichshafen,Göppingen-Bezgenriet Airfield,Löwental Bahnhof,Göppingen Gleis 4,Avion,47.671299,9.51149,48.658611,9.624167,110.10164764299304,70.63408378155901,,,airports,OurAirports
München Hbf Gleis 24,Hergatz,Schleissheim Airfield,Wildberg Airfield,München Hbf Gleis 24,Hergatz,Avion,48.239166,11.559334,47.600278,9.741944,152.92718124812686,98.10817153057648,,,airports,OurAirports
Oberstaufen,Nürnberg Hbf,Isny Glider Field,Nuremberg Airport,Oberstaufen,Nürnberg Hbf,Avion,47.7002,10.0207,49.498699,11.078056,214.56143366925602,86.47309295594779,,,airports,OurAirports
Röthenbach (Allgäu),Augsburg Hbf,Isny Glider Field,Augsburg Airport,Röthenbach (Allgäu),Augsburg Hbf,Avion,47.7002,10.0207,48.425278,10.931667,105.27553917390595,67.53796526524285,,,airports,OurAirports
"Salem, Bahnhof",Badischer Bahnhof,Heiligenberg Glider Field,EuroAirport Basel–Mulhouse–Freiburg,"Salem, Bahnhof",Badischer Bahnhof,Avion,47.83291,9.30127,47.60068,7.521117,135.65298429936558,87.02616594157469,,,airports,OurAirports
"Salem, Bahnhof",Rheinfelden (Baden) Bahnhof,Heiligenberg Glider Field,Herten-Rheinfelden Airfield,"Salem, Bahnhof",Rheinfelden (Baden) Bahnhof,Avion,47.83291,9.30127,47.56028,7.748333,120.10873891655214,77.05398519591597,,,airports,OurAirports
Schelklingen,Donaueschingen Bahnhof,Seißen UL,Donaueschingen-Villingen Airfield,Schelklingen,Donaueschingen Bahnhof,Avion,48.413081,9.766288,47.973331,8.522222,104.37651942335125,66.961212439637,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 11,Ravensburg Bahnhof,Pattonville Airfield,Berg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 11,Ravensburg Bahnhof,Avion,48.864166,9.224722,47.830746,9.539587,117.24302241925854,75.21552715739165,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 13,Ravensburg Bahnhof,Pattonville Airfield,Berg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 13,Ravensburg Bahnhof,Avion,48.864166,9.224722,47.830746,9.539587,117.24302241925854,75.21552715739165,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 14,Friedrichshafen Stadtbahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 14,Friedrichshafen Stadtbahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Treuchtlingen,Buchloe,Treuchtlingen-Bubenheim Airfield,Bad Wörishofen (Nord) Airfield,Treuchtlingen,Buchloe,Avion,48.996113,10.884167,48.016124,10.615025,110.75884011834763,71.05569589507911,,,airports,OurAirports
Treuchtlingen,Kempten (Allgäu) Hbf,Treuchtlingen-Bubenheim Airfield,Kempten-Durach Airfield,Treuchtlingen,Kempten (Allgäu) Hbf,Avion,48.996113,10.884167,47.691944,10.338056,150.52773398350575,96.56884162274231,,,airports,OurAirports
Uhldingen-Mühlhofen Bahnhof,Heidenheim (Brenz),Konstanz Airfield,Schäfhalde Airfield,Uhldingen-Mühlhofen Bahnhof,Heidenheim (Brenz),Avion,47.681435,9.139258,48.6922,10.0995,133.0368403826606,85.34781750126491,,,airports,OurAirports
Ulm Hbf,Rheinfelden (Baden) Bahnhof,Erbach Airfield,Herten-Rheinfelden Airfield,Ulm Hbf,Rheinfelden (Baden) Bahnhof,Avion,48.34222,9.916111,47.56028,7.748333,183.35845726048757,117.63090661630913,,,airports,OurAirports
"Aalen, Hauptbahnhof",Radolfzell Bahnhof,Bartholomä-Amalienhof Airfield,Radolfzell-Stahlringen Airfield,"Aalen, Hauptbahnhof",Radolfzell Bahnhof,Avion,48.746666,10.005,47.802587,8.979378,129.54040521636932,83.10473122817474,,,airports,OurAirports
Augsburg Hbf,Nürnberg Hbf,Augsburg Airport,Nuremberg Airport,Augsburg Hbf,Nürnberg Hbf,Avion,48.425278,10.931667,49.498699,11.078056,119.83640978331998,76.87927646789355,,,airports,OurAirports
Augsburg Messe Bstg 2,Lindau-Insel,Augsburg Airport,Wildberg Airfield,Augsburg Messe Bstg 2,Lindau-Insel,Avion,48.425278,10.931667,47.600278,9.741944,127.46210451196578,81.7714281466976,,,airports,OurAirports
Bad Säckingen Bahnhof,"Salem, Bahnhof",Fricktal-Schupfart Airfield,Heiligenberg Glider Field,Bad Säckingen Bahnhof,"Salem, Bahnhof",Avion,47.5089,7.95,47.83291,9.30127,107.40083889283154,68.90141986943075,,,airports,OurAirports
Donaueschingen Bahnhof,Gerhausen,Donaueschingen-Villingen Airfield,Blaubeuren Airfield,Donaueschingen Bahnhof,Gerhausen,Avion,47.973331,8.522222,48.419724,9.798333,106.81655240949932,68.52657951690541,,,airports,OurAirports
Donauwörth,Hergatz,Stillberghof Airfield,Wildberg Airfield,Donauwörth,Hergatz,Avion,48.7309,10.834,47.600278,9.741944,149.5459055364691,95.9389641025441,,,airports,OurAirports
Donauwörth,Kempten (Allgäu) Hbf,Stillberghof Airfield,Kempten-Durach Airfield,Donauwörth,Kempten (Allgäu) Hbf,Avion,48.7309,10.834,47.691944,10.338056,121.22990773502815,77.77325447074362,,,airports,OurAirports
Enzisweiler,Plochingen Gleis 1,Wildberg Airfield,Esslingen-Jägerhaus Airfield,Enzisweiler,Plochingen Gleis 1,Avion,47.600278,9.741944,48.762222,9.333889,132.69659608442248,85.12953880351212,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Stuttgart Hauptbahnhof (oben) Gleis 3,Bodensee Airport Friedrichshafen,Pattonville Airfield,Friedrichshafen Stadtbahnhof,Stuttgart Hauptbahnhof (oben) Gleis 3,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
Geislingen (Steige) Gleis 2,Wasserburg (Bodensee),Donzdorf Airfield,Wildberg Airfield,Geislingen (Steige) Gleis 2,Wasserburg (Bodensee),Avion,48.678177,9.845909,47.600278,9.741944,120.10487836487577,77.05150851608066,,,airports,OurAirports
Heimenkirch,Augsburg Morellstraße,Isny Glider Field,Augsburg Airport,Heimenkirch,Augsburg Morellstraße,Avion,47.7002,10.0207,48.425278,10.931667,105.27553917390595,67.53796526524285,,,airports,OurAirports
Hergatz,München Hbf Gleis 25,Wildberg Airfield,Schleissheim Airfield,Hergatz,München Hbf Gleis 25,Avion,47.600278,9.741944,48.239166,11.559334,152.92718124812686,98.10817153057648,,,airports,OurAirports
Laufenburg (Baden) Bahnhof,Markdorf Bahnhof,Fricktal-Schupfart Airfield,Markdorf Glider Field,Laufenburg (Baden) Bahnhof,Markdorf Bahnhof,Avion,47.5089,7.95,47.7072,9.391,110.2537349175682,70.7316531233847,,,airports,OurAirports
Lindau-Insel,Bobingen,Wildberg Airfield,Lechfeld Air Base,Lindau-Insel,Bobingen,Avion,47.600278,9.741944,48.185504,10.8612,105.82112415990618,67.88797724450095,,,airports,OurAirports
Lindau-Reutin,Pasing Gleis 3,Wildberg Airfield,Dachau-Gröbenried Airfield,Lindau-Reutin,Pasing Gleis 3,Avion,47.600278,9.741944,48.228675,11.422134,143.39145073459667,91.99066464098794,,,airports,OurAirports
Markdorf Bahnhof,Giengen (Brenz),Markdorf Glider Field,Giengen/Brenz Airfield,Markdorf Bahnhof,Giengen (Brenz),Avion,47.7072,9.391,48.634253,10.216484,119.88814562898341,76.91246683457135,,,airports,OurAirports
Meckenbeuren Bahnhof,Gingen (F) Gleis 2,Bodensee Airport Friedrichshafen,Donzdorf Airfield,Meckenbeuren Bahnhof,Gingen (F) Gleis 2,Avion,47.671299,9.51149,48.678177,9.845909,114.67270661815611,73.56657906690694,,,airports,OurAirports
Meckenbeuren Bahnhof,Plochingen Gleis 1,Bodensee Airport Friedrichshafen,Esslingen-Jägerhaus Airfield,Meckenbeuren Bahnhof,Plochingen Gleis 1,Avion,47.671299,9.51149,48.762222,9.333889,122.01660418010586,78.27794794084004,,,airports,OurAirports
Murg (Baden) Bahnhof,Friedrichshafen Stadtbahnhof,Fricktal-Schupfart Airfield,Bodensee Airport Friedrichshafen,Murg (Baden) Bahnhof,Friedrichshafen Stadtbahnhof,Avion,47.5089,7.95,47.671299,9.51149,118.48314944144411,76.01111230856814,,,airports,OurAirports
München Hbf Gleis 17,Oberstaufen,Schleissheim Airfield,Isny Glider Field,München Hbf Gleis 17,Oberstaufen,Avion,48.239166,11.559334,47.7002,10.0207,129.27458977604442,82.93420126350772,,,airports,OurAirports
München Hbf Gleis 20,Oberstaufen,Schleissheim Airfield,Isny Glider Field,München Hbf Gleis 20,Oberstaufen,Avion,48.239166,11.559334,47.7002,10.0207,129.27458977604442,82.93420126350772,,,airports,OurAirports
München Hbf Gleis 24,"Aitrach (Kr Ravensb), Bahnhof",Schleissheim Airfield,Tannheim Airfield,München Hbf Gleis 24,"Aitrach (Kr Ravensb), Bahnhof",Avion,48.239166,11.559334,48.009998,10.098611,111.37322246828161,71.44984380574309,,,airports,OurAirports
München Hbf Gleis 24,Immenstadt,Schleissheim Airfield,Agathazell Airfield,München Hbf Gleis 24,Immenstadt,Avion,48.239166,11.559334,47.554788,10.272868,122.42935788142192,78.5427439738153,,,airports,OurAirports
Nürnberg Hbf,Hergatz,Nuremberg Airport,Wildberg Airfield,Nürnberg Hbf,Hergatz,Avion,49.498699,11.078056,47.600278,9.741944,232.87102456405796,93.85227069705202,,,airports,OurAirports
"Oberkochen, Bahnhof",Ludwigshafen(Bodensee) Bahnhof,Bartholomä-Amalienhof Airfield,Radolfzell-Stahlringen Airfield,"Oberkochen, Bahnhof",Ludwigshafen(Bodensee) Bahnhof,Avion,48.746666,10.005,47.802587,8.979378,129.54040521636932,83.10473122817474,,,airports,OurAirports
Plochingen Gleis 4,Lindau-Aeschach,Esslingen-Jägerhaus Airfield,Wildberg Airfield,Plochingen Gleis 4,Lindau-Aeschach,Avion,48.762222,9.333889,47.600278,9.741944,132.69659608442248,85.12953880351212,,,airports,OurAirports
Ravensburg Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 13,Berg Airfield,Pattonville Airfield,Ravensburg Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 13,Avion,47.830746,9.539587,48.864166,9.224722,117.24302241925854,75.21552715739165,,,airports,OurAirports
Röthenbach (Allgäu),Treuchtlingen,Isny Glider Field,Treuchtlingen-Bubenheim Airfield,Röthenbach (Allgäu),Treuchtlingen,Avion,47.7002,10.0207,48.996113,10.884167,157.5925880197211,101.10119424944051,,,airports,OurAirports
"Salem, Bahnhof",Bad Säckingen Bahnhof,Heiligenberg Glider Field,Fricktal-Schupfart Airfield,"Salem, Bahnhof",Bad Säckingen Bahnhof,Avion,47.83291,9.30127,47.5089,7.95,107.40083889283154,68.90141986943075,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 12,Friedrichshafen Stadtbahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 12,Friedrichshafen Stadtbahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 12,Wasserburg (Bodensee),Pattonville Airfield,Wildberg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 12,Wasserburg (Bodensee),Avion,48.864166,9.224722,47.600278,9.741944,145.66489990212412,93.44916233298383,,,airports,OurAirports
Treuchtlingen,Röthenbach (Allgäu),Treuchtlingen-Bubenheim Airfield,Isny Glider Field,Treuchtlingen,Röthenbach (Allgäu),Avion,48.996113,10.884167,47.7002,10.0207,157.5925880197211,101.10119424944051,,,airports,OurAirports
Ulm Hbf,Donaueschingen Bahnhof,Erbach Airfield,Donaueschingen-Villingen Airfield,Ulm Hbf,Donaueschingen Bahnhof,Avion,48.34222,9.916111,47.973331,8.522222,111.23048168709629,71.35827056852887,,,airports,OurAirports
"Aalen, Hauptbahnhof",Ludwigshafen(Bodensee) Bahnhof,Bartholomä-Amalienhof Airfield,Radolfzell-Stahlringen Airfield,"Aalen, Hauptbahnhof",Ludwigshafen(Bodensee) Bahnhof,Avion,48.746666,10.005,47.802587,8.979378,129.54040521636932,83.10473122817474,,,airports,OurAirports
Augsburg Hbf,Heimenkirch,Augsburg Airport,Isny Glider Field,Augsburg Hbf,Heimenkirch,Avion,48.425278,10.931667,47.7002,10.0207,105.27553917390595,67.53796526524285,,,airports,OurAirports
Augsburg Hbf,Lindau-Reutin,Augsburg Airport,Wildberg Airfield,Augsburg Hbf,Lindau-Reutin,Avion,48.425278,10.931667,47.600278,9.741944,127.46210451196578,81.7714281466976,,,airports,OurAirports
Donaueschingen Bahnhof,Blaustein Gleis 2,Donaueschingen-Villingen Airfield,Erbach Airfield,Donaueschingen Bahnhof,Blaustein Gleis 2,Avion,47.973331,8.522222,48.34222,9.916111,111.23048168709629,71.35827056852887,,,airports,OurAirports
Giengen (Brenz),"Salem, Bahnhof",Giengen/Brenz Airfield,Heiligenberg Glider Field,Giengen (Brenz),"Salem, Bahnhof",Avion,48.634253,10.216484,47.83291,9.30127,111.95698807490717,71.82434999752037,,,airports,OurAirports
Hergatz,Augsburg Hbf,Wildberg Airfield,Augsburg Airport,Hergatz,Augsburg Hbf,Avion,47.600278,9.741944,48.425278,10.931667,127.46210451196578,81.7714281466976,,,airports,OurAirports
Meckenbeuren Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 3,Bodensee Airport Friedrichshafen,Pattonville Airfield,Meckenbeuren Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 3,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
Murg (Baden) Bahnhof,Markdorf Bahnhof,Fricktal-Schupfart Airfield,Markdorf Glider Field,Murg (Baden) Bahnhof,Markdorf Bahnhof,Avion,47.5089,7.95,47.7072,9.391,110.2537349175682,70.7316531233847,,,airports,OurAirports
München Hbf Gleis 20,Kempten (Allgäu) Hbf,Schleissheim Airfield,Kempten-Durach Airfield,München Hbf Gleis 20,Kempten (Allgäu) Hbf,Avion,48.239166,11.559334,47.691944,10.338056,109.40771362873984,70.1889006771193,,,airports,OurAirports
München Hbf Gleis 20,Lindau-Reutin,Schleissheim Airfield,Wildberg Airfield,München Hbf Gleis 20,Lindau-Reutin,Avion,48.239166,11.559334,47.600278,9.741944,152.92718124812686,98.10817153057648,,,airports,OurAirports
Nonnenhorn,Stuttgart Hauptbahnhof (oben) Gleis 11,Wildberg Airfield,Pattonville Airfield,Nonnenhorn,Stuttgart Hauptbahnhof (oben) Gleis 11,Avion,47.600278,9.741944,48.864166,9.224722,145.66489990212412,93.44916233298383,,,airports,OurAirports
Pasing Gleis 4,Oberstaufen,Dachau-Gröbenried Airfield,Isny Glider Field,Pasing Gleis 4,Oberstaufen,Avion,48.228675,11.422134,47.7002,10.0207,119.75056189692609,76.82420202595897,,,airports,OurAirports
Plochingen Gleis 4,Kressbronn Bahnhof,Esslingen-Jägerhaus Airfield,Wildberg Airfield,Plochingen Gleis 4,Kressbronn Bahnhof,Avion,48.762222,9.333889,47.600278,9.741944,132.69659608442248,85.12953880351212,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 14,Meckenbeuren Bahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 14,Meckenbeuren Bahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
"Aalen, Hauptbahnhof",Singen (Htw) Bahnhof,Bartholomä-Amalienhof Airfield,Hilzingen Airfield,"Aalen, Hauptbahnhof",Singen (Htw) Bahnhof,Avion,48.746666,10.005,47.7604,8.7683,142.8618068752355,91.65087945577606,,,airports,OurAirports
Eriskirch Bahnhof,Esslingen (N) Gleis 3,Bodensee Airport Friedrichshafen,Esslingen-Jägerhaus Airfield,Eriskirch Bahnhof,Esslingen (N) Gleis 3,Avion,47.671299,9.51149,48.762222,9.333889,122.01660418010586,78.27794794084004,,,airports,OurAirports
Esslingen (N) Gleis 5,Meckenbeuren Bahnhof,Esslingen-Jägerhaus Airfield,Bodensee Airport Friedrichshafen,Esslingen (N) Gleis 5,Meckenbeuren Bahnhof,Avion,48.762222,9.333889,47.671299,9.51149,122.01660418010586,78.27794794084004,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Rheinfelden (Baden) Bahnhof,Bodensee Airport Friedrichshafen,Herten-Rheinfelden Airfield,Friedrichshafen Stadtbahnhof,Rheinfelden (Baden) Bahnhof,Avion,47.671299,9.51149,47.56028,7.748333,132.73222183405778,85.15239397633096,,,airports,OurAirports
Heimenkirch,Augsburg Messe,Isny Glider Field,Augsburg Airport,Heimenkirch,Augsburg Messe,Avion,47.7002,10.0207,48.425278,10.931667,105.27553917390595,67.53796526524285,,,airports,OurAirports
Hergatz,Bobingen,Wildberg Airfield,Lechfeld Air Base,Hergatz,Bobingen,Avion,47.600278,9.741944,48.185504,10.8612,105.82112415990618,67.88797724450095,,,airports,OurAirports
Hergatz,München Hbf Gleis 18,Wildberg Airfield,Schleissheim Airfield,Hergatz,München Hbf Gleis 18,Avion,47.600278,9.741944,48.239166,11.559334,152.92718124812686,98.10817153057648,,,airports,OurAirports
Herrlingen,Donaueschingen Bahnhof,Blaubeuren Airfield,Donaueschingen-Villingen Airfield,Herrlingen,Donaueschingen Bahnhof,Avion,48.419724,9.798333,47.973331,8.522222,106.81655240949932,68.52657951690541,,,airports,OurAirports
Herten (Baden) Bahnhof,Bermatingen-Ahausen Bahnhof,Herten-Rheinfelden Airfield,Markdorf Glider Field,Herten (Baden) Bahnhof,Bermatingen-Ahausen Bahnhof,Avion,47.56028,7.748333,47.7072,9.391,124.16307588175498,79.65498511743743,,,airports,OurAirports
Herten (Baden) Bahnhof,Uhldingen-Mühlhofen Bahnhof,Herten-Rheinfelden Airfield,Konstanz Airfield,Herten (Baden) Bahnhof,Uhldingen-Mühlhofen Bahnhof,Avion,47.56028,7.748333,47.681435,9.139258,105.11397710738342,67.43431751076349,,,airports,OurAirports
Immendingen Zimmern,Herrlingen,Blumberg Airfield,Blaubeuren Airfield,Immendingen Zimmern,Herrlingen,Avion,47.843676,8.564344,48.419724,9.798333,111.75448397609858,71.69443648770864,,,airports,OurAirports
Lindau-Aeschach,Plochingen Gleis 1,Wildberg Airfield,Esslingen-Jägerhaus Airfield,Lindau-Aeschach,Plochingen Gleis 1,Avion,47.600278,9.741944,48.762222,9.333889,132.69659608442248,85.12953880351212,,,airports,OurAirports
Ludwigshafen(Bodensee) Bahnhof,Langenau (Württ),Radolfzell-Stahlringen Airfield,Günzburg-Donauried Airfield,Ludwigshafen(Bodensee) Bahnhof,Langenau (Württ),Avion,47.802587,8.979378,48.486668,10.283333,123.06637951783974,78.95141578391666,,,airports,OurAirports
Markdorf Bahnhof,"Oberkochen, Bahnhof",Markdorf Glider Field,Bartholomä-Amalienhof Airfield,Markdorf Bahnhof,"Oberkochen, Bahnhof",Avion,47.7072,9.391,48.746666,10.005,124.2091160744332,79.68452152217407,,,airports,OurAirports
Markdorf Bahnhof,Sontheim (Brenz),Markdorf Glider Field,Gundelfingen Airfield,Markdorf Bahnhof,Sontheim (Brenz),Avion,47.7072,9.391,48.569343,10.358541,119.76798119830217,76.83537712114739,,,airports,OurAirports
Meckenbeuren Bahnhof,Uhingen Gleis 2,Bodensee Airport Friedrichshafen,Göppingen-Bezgenriet Airfield,Meckenbeuren Bahnhof,Uhingen Gleis 2,Avion,47.671299,9.51149,48.658611,9.624167,110.10164764299304,70.63408378155901,,,airports,OurAirports
Memmingen,München Hbf Gleis 17,Memmingen Allgau Airport,Schleissheim Airfield,Memmingen,München Hbf Gleis 17,Avion,47.988092,10.238248,48.239166,11.559334,101.97190997185704,65.41857080715657,,,airports,OurAirports
Memmingen,München Hbf Gleis 20,Memmingen Allgau Airport,Schleissheim Airfield,Memmingen,München Hbf Gleis 20,Avion,47.988092,10.238248,48.239166,11.559334,101.97190997185704,65.41857080715657,,,airports,OurAirports
Nonnenhorn,Göppingen Gleis 4,Wildberg Airfield,Göppingen-Bezgenriet Airfield,Nonnenhorn,Göppingen Gleis 4,Avion,47.600278,9.741944,48.658611,9.624167,118.00540191676623,75.70462044939134,,,airports,OurAirports
Pasing Gleis 4,Heimenkirch,Dachau-Gröbenried Airfield,Isny Glider Field,Pasing Gleis 4,Heimenkirch,Avion,48.228675,11.422134,47.7002,10.0207,119.75056189692609,76.82420202595897,,,airports,OurAirports
Ravensburg Bahnhof,Giengen (Brenz),Berg Airfield,Giengen/Brenz Airfield,Ravensburg Bahnhof,Giengen (Brenz),Avion,47.830746,9.539587,48.634253,10.216484,102.45065625086434,65.72570340240308,,,airports,OurAirports
Röthenbach (Allgäu),München Hbf Gleis 25,Isny Glider Field,Schleissheim Airfield,Röthenbach (Allgäu),München Hbf Gleis 25,Avion,47.7002,10.0207,48.239166,11.559334,129.27458977604442,82.93420126350772,,,airports,OurAirports
Singen (Htw) Bahnhof,Giengen (Brenz),Hilzingen Airfield,Giengen/Brenz Airfield,Singen (Htw) Bahnhof,Giengen (Brenz),Avion,47.7604,8.7683,48.634253,10.216484,144.78130219435553,92.88230329085494,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 15,Meckenbeuren Bahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 15,Meckenbeuren Bahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Ulm Hbf,Badischer Bahnhof,Erbach Airfield,EuroAirport Basel–Mulhouse–Freiburg,Ulm Hbf,Badischer Bahnhof,Avion,48.34222,9.916111,47.60068,7.521117,196.4270248104005,79.16451752309418,,,airports,OurAirports
Wasserburg (Bodensee),Göppingen Gleis 4,Wildberg Airfield,Göppingen-Bezgenriet Airfield,Wasserburg (Bodensee),Göppingen Gleis 4,Avion,47.600278,9.741944,48.658611,9.624167,118.00540191676623,75.70462044939134,,,airports,OurAirports
Überlingen Bahnhof Therme,Heidenheim (Brenz),Konstanz Airfield,Schäfhalde Airfield,Überlingen Bahnhof Therme,Heidenheim (Brenz),Avion,47.681435,9.139258,48.6922,10.0995,133.0368403826606,85.34781750126491,,,airports,OurAirports
Überlingen Bahnhof Therme,"Oberkochen, Bahnhof",Konstanz Airfield,Bartholomä-Amalienhof Airfield,Überlingen Bahnhof Therme,"Oberkochen, Bahnhof",Avion,47.681435,9.139258,48.746666,10.005,134.70045404619358,86.41508424436721,,,airports,OurAirports
Aulendorf Bahnhof,Bad Säckingen Bahnhof,Reute/Bad Waldsee Airfield,Fricktal-Schupfart Airfield,Aulendorf Bahnhof,Bad Säckingen Bahnhof,Avion,47.915,9.710278,47.5089,7.95,139.2236231665008,89.31685650156261,,,airports,OurAirports
Badischer Bahnhof,Friedrichshafen Hafenbahnhof,EuroAirport Basel–Mulhouse–Freiburg,Bodensee Airport Friedrichshafen,Badischer Bahnhof,Friedrichshafen Hafenbahnhof,Avion,47.60068,7.521117,47.671299,9.51149,149.33595493920322,95.80427340177137,,,airports,OurAirports
Donaueschingen Bahnhof,Herrlingen,Donaueschingen-Villingen Airfield,Blaubeuren Airfield,Donaueschingen Bahnhof,Herrlingen,Avion,47.973331,8.522222,48.419724,9.798333,106.81655240949932,68.52657951690541,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Badischer Bahnhof,Bodensee Airport Friedrichshafen,EuroAirport Basel–Mulhouse–Freiburg,Friedrichshafen Stadtbahnhof,Badischer Bahnhof,Avion,47.671299,9.51149,47.60068,7.521117,149.33595493920322,95.80427340177137,,,airports,OurAirports
Hergatz,Pasing Gleis 3,Wildberg Airfield,Dachau-Gröbenried Airfield,Hergatz,Pasing Gleis 3,Avion,47.600278,9.741944,48.228675,11.422134,143.39145073459667,91.99066464098794,,,airports,OurAirports
Lindau-Insel,München Hbf Gleis 25,Wildberg Airfield,Schleissheim Airfield,Lindau-Insel,München Hbf Gleis 25,Avion,47.600278,9.741944,48.239166,11.559334,152.92718124812686,98.10817153057648,,,airports,OurAirports
Meckenbeuren Bahnhof,Ebersbach (F) Gleis 2,Bodensee Airport Friedrichshafen,Göppingen-Bezgenriet Airfield,Meckenbeuren Bahnhof,Ebersbach (F) Gleis 2,Avion,47.671299,9.51149,48.658611,9.624167,110.10164764299304,70.63408378155901,,,airports,OurAirports
